row_number,NDVI,Pred_Veg,geometry,latitude,longitude,area,centroid_latitude,centroid_longitude
3115,0.730797,Shrubland,"POLYGON Z ((464793.49399999995 7194057.535100002 0, 464793.49399999995 7194062.735100001 0, 464793.49399999995 7194067.9351 0, 464803.8940000003 7194067.9351 0, 464803.8940000003 7194057.535100002 0, 464793.49399999995 7194057.535100002 0))",,,108.1599999883771,7194062.735100002,464798.6940000001
3116,0.701074,Shrubland,"POLYGON Z ((464887.0939999996 7194067.9351 0, 464892.29399999976 7194067.9351 0, 464892.29399999976 7194062.735100001 0, 464887.0939999996 7194062.735100001 0, 464866.29399999976 7194062.735100001 0, 464866.29399999976 7194067.9351 0, 464876.69400000013 7194067.9351 0, 464887.0939999996 7194067.9351 0))",,,135.1999999806285,7194065.335100001,464879.29399999976
3117,0.760579,Deciduous Forest,"POLYGON Z ((464413.8940000003 7194041.9351 0, 464413.8940000003 7194062.735100001 0, 464419.0939999996 7194062.735100001 0, 464419.0939999996 7194057.535100002 0, 464424.29399999976 7194057.535100002 0, 464424.29399999976 7194052.335099999 0, 464419.0939999996 7194052.335099999 0, 464419.0939999996 7194047.1351 0, 464419.0939999996 7194041.9351 0, 464413.8940000003 7194041.9351 0))",,,135.20000000484288,7194052.8550999975,464417.53400000045
3118,0.725549,Deciduous Forest,"POLYGON Z ((464445.0939999996 7194062.735100001 0, 464445.0939999996 7194052.335099999 0, 464439.8940000003 7194052.335099999 0, 464439.8940000003 7194057.535100002 0, 464434.69400000013 7194057.535100002 0, 464434.69400000013 7194062.735100001 0, 464445.0939999996 7194062.735100001 0))",,,81.12000000096857,7194058.401766667,464440.7606666669
3119,0.803221,Deciduous Forest,"POLYGON Z ((464502.29399999976 7194052.335099999 0, 464502.29399999976 7194047.1351 0, 464497.0939999996 7194047.1351 0, 464497.0939999996 7194052.335099999 0, 464497.0939999996 7194057.535100002 0, 464491.8940000003 7194057.535100002 0, 464491.8940000003 7194062.735100001 0, 464497.0939999996 7194062.735100001 0, 464502.29399999976 7194062.735100001 0, 464502.29399999976 7194052.335099999 0))",,,108.16000000290573,7194056.235099999,464498.39400000015
3120,0.799653,Deciduous Forest,"POLYGON Z ((464528.29399999976 7194062.735100001 0, 464528.29399999976 7194057.535100002 0, 464523.0939999996 7194057.535100002 0, 464512.69400000013 7194057.535100002 0, 464512.69400000013 7194062.735100001 0, 464528.29399999976 7194062.735100001 0))",,,81.11999998643995,7194060.1351000015,464520.49399999995
3121,0.732696,Deciduous Forest,"POLYGON Z ((464549.0939999996 7194047.1351 0, 464543.8940000003 7194047.1351 0, 464543.8940000003 7194052.335099999 0, 464538.69400000013 7194052.335099999 0, 464538.69400000013 7194057.535100002 0, 464533.49399999995 7194062.735100001 0, 464528.29399999976 7194062.735100001 0, 464512.69400000013 7194062.735100001 0, 464512.69400000013 7194067.9351 0, 464517.8940000003 7194067.9351 0, 464517.8940000003 7194073.1351 0, 464523.0939999996 7194073.1351 0, 464523.0939999996 7194067.9351 0, 464533.49399999995 7194067.9351 0, 464543.8940000003 7194067.9351 0, 464543.8940000003 7194062.735100001 0, 464543.8940000003 7194057.535100002 0, 464549.0939999996 7194057.535100002 0, 464549.0939999996 7194052.335099999 0, 464549.0939999996 7194047.1351 0))",,,310.9599999859556,7194061.981476812,464533.4186376825
3122,0.669887,Fen,"POLYGON Z ((464559.49399999995 7194052.335099999 0, 464549.0939999996 7194052.335099999 0, 464549.0939999996 7194057.535100002 0, 464543.8940000003 7194057.535100002 0, 464543.8940000003 7194062.735100001 0, 464554.29399999976 7194062.735100001 0, 464554.29399999976 7194057.535100002 0, 464559.49399999995 7194057.535100002 0, 464559.49399999995 7194052.335099999 0))",,,108.16000002227725,7194057.535099999,464551.6940000009
3123,0.749157,Fen,"POLYGON Z ((464559.49399999995 7194052.335099999 0, 464559.49399999995 7194057.535100002 0, 464554.29399999976 7194057.535100002 0, 464554.29399999976 7194062.735100001 0, 464559.49399999995 7194062.735100001 0, 464564.69400000013 7194062.735100001 0, 464564.69400000013 7194057.535100002 0, 464564.69400000013 7194052.335099999 0, 464559.49399999995 7194052.335099999 0))",,,81.12000001065434,7194058.401766667,464560.360666667
3124,0.7436,Fen,"POLYGON Z ((464575.0939999996 7194062.735100001 0, 464575.0939999996 7194057.535100002 0, 464564.69400000013 7194057.535100002 0, 464564.69400000013 7194062.735100001 0, 464569.8940000003 7194062.735100001 0, 464575.0939999996 7194062.735100001 0))",,,54.07999998934567,7194060.135100002,464569.89399999985
3125,0.724793,Fen,"POLYGON Z ((464595.8940000003 7194047.1351 0, 464580.29399999976 7194047.1351 0, 464569.8940000003 7194047.1351 0, 464569.8940000003 7194052.335099999 0, 464575.0939999996 7194052.335099999 0, 464575.0939999996 7194057.535100002 0, 464575.0939999996 7194062.735100001 0, 464580.29399999976 7194062.735100001 0, 464580.29399999976 7194057.535100002 0, 464580.29399999976 7194052.335099999 0, 464590.69400000013 7194052.335099999 0, 464595.8940000003 7194052.335099999 0, 464595.8940000003 7194047.1351 0))",,,189.27999999418853,7194051.963671427,464581.40828571393
3126,0.675892,Fen,"POLYGON Z ((464606.29399999976 7194057.535100002 0, 464606.29399999976 7194052.335099999 0, 464601.0939999996 7194052.335099999 0, 464595.8940000003 7194052.335099999 0, 464590.69400000013 7194052.335099999 0, 464590.69400000013 7194057.535100002 0, 464595.8940000003 7194057.535100002 0, 464595.8940000003 7194062.735100001 0, 464601.0939999996 7194062.735100001 0, 464601.0939999996 7194057.535100002 0, 464606.29399999976 7194057.535100002 0))",,,108.16000003680588,7194056.235099997,464598.4939999999
3127,0.558117,Fen,"POLYGON Z ((464627.0939999996 7194057.535100002 0, 464621.8940000003 7194057.535100002 0, 464621.8940000003 7194062.735100001 0, 464627.0939999996 7194062.735100001 0, 464632.29399999976 7194062.735100001 0, 464637.49399999995 7194062.735100001 0, 464637.49399999995 7194057.535100002 0, 464627.0939999996 7194057.535100002 0))",,,81.11999998643994,7194060.135100002,464629.6940000002
3128,0.604153,Bog,"POLYGON Z ((464653.0939999996 7194057.535100002 0, 464653.0939999996 7194052.335099999 0, 464658.29399999976 7194052.335099999 0, 464658.29399999976 7194047.1351 0, 464647.8940000003 7194047.1351 0, 464647.8940000003 7194052.335099999 0, 464647.8940000003 7194062.735100001 0, 464653.0939999996 7194062.735100001 0, 464653.0939999996 7194057.535100002 0))",,,108.15999999321997,7194053.635099998,464651.79399999976
3129,0.678206,Fen,"POLYGON Z ((464679.0939999996 7194052.335099999 0, 464673.8940000003 7194052.335099999 0, 464673.8940000003 7194047.1351 0, 464668.69400000013 7194047.1351 0, 464668.69400000013 7194052.335099999 0, 464653.0939999996 7194057.535100002 0, 464653.0939999996 7194062.735100001 0, 464663.49399999995 7194062.735100001 0, 464668.69400000013 7194062.735100001 0, 464668.69400000013 7194067.9351 0, 464673.8940000003 7194067.9351 0, 464673.8940000003 7194057.535100002 0, 464679.0939999996 7194057.535100002 0, 464679.0939999996 7194052.335099999 0))",,,256.88000003535296,7194057.808784213,464667.3255789479
3130,0.77897,Deciduous Forest,"POLYGON Z ((464710.29399999976 7194052.335099999 0, 464705.0939999996 7194052.335099999 0, 464705.0939999996 7194057.535100002 0, 464710.29399999976 7194057.535100002 0, 464710.29399999976 7194062.735100001 0, 464715.49399999995 7194062.735100001 0, 464715.49399999995 7194057.535100002 0, 464720.69400000013 7194057.535100002 0, 464720.69400000013 7194052.335099999 0, 464710.29399999976 7194052.335099999 0))",,,108.16000004649162,7194056.235100001,464712.8939999998
3131,0.760766,Deciduous Forest,"POLYGON Z ((464736.29399999976 7194062.735100001 0, 464736.29399999976 7194052.335099999 0, 464731.0939999996 7194052.335099999 0, 464731.0939999996 7194057.535100002 0, 464720.69400000013 7194057.535100002 0, 464715.49399999995 7194057.535100002 0, 464715.49399999995 7194062.735100001 0, 464736.29399999976 7194062.735100001 0))",,,135.2,7194059.095100001,464727.4540000007
3132,0.790379,Deciduous Forest,"POLYGON Z ((464772.69400000013 7194052.335099999 0, 464772.69400000013 7194047.1351 0, 464762.29399999976 7194047.1351 0, 464762.29399999976 7194052.335099999 0, 464741.49399999995 7194052.335099999 0, 464741.49399999995 7194062.735100001 0, 464751.8940000003 7194062.735100001 0, 464751.8940000003 7194067.9351 0, 464757.0939999996 7194067.9351 0, 464772.69400000013 7194057.535100002 0, 464772.69400000013 7194052.335099999 0))",,,405.6000000581145,7194057.188433333,464757.78733333317
3133,0.719536,Shrubland,"POLYGON Z ((464840.29399999976 7194036.735100001 0, 464840.29399999976 7194041.9351 0, 464835.0939999996 7194041.9351 0, 464835.0939999996 7194047.1351 0, 464835.0939999996 7194057.535100002 0, 464824.69400000013 7194057.535100002 0, 464824.69400000013 7194062.735100001 0, 464835.0939999996 7194062.735100001 0, 464845.49399999995 7194062.735100001 0, 464850.69400000013 7194062.735100001 0, 464855.8940000003 7194062.735100001 0, 464855.8940000003 7194052.335099999 0, 464855.8940000003 7194047.1351 0, 464850.69400000013 7194047.1351 0, 464845.49399999995 7194047.1351 0, 464845.49399999995 7194036.735100001 0, 464840.29399999976 7194036.735100001 0))",,,459.6800000232459,7194053.4056882365,464842.89400000044
3134,0.724379,Shrubland,"POLYGON Z ((464866.29399999976 7194062.735100001 0, 464866.29399999976 7194057.535100002 0, 464871.49399999995 7194057.535100002 0, 464871.49399999995 7194047.1351 0, 464861.0939999996 7194047.1351 0, 464861.0939999996 7194052.335099999 0, 464855.8940000003 7194052.335099999 0, 464855.8940000003 7194062.735100001 0, 464866.29399999976 7194062.735100001 0))",,,189.2800000280887,7194054.935100001,464863.6940000001
3135,0.728927,Deciduous Forest,"POLYGON Z ((464445.0939999996 7194041.9351 0, 464439.8940000003 7194041.9351 0, 464439.8940000003 7194036.735100001 0, 464434.69400000013 7194036.735100001 0, 464434.69400000013 7194041.9351 0, 464419.0939999996 7194047.1351 0, 464419.0939999996 7194052.335099999 0, 464424.29399999976 7194052.335099999 0, 464424.29399999976 7194057.535100002 0, 464429.49399999995 7194057.535100002 0, 464429.49399999995 7194052.335099999 0, 464439.8940000003 7194052.335099999 0, 464439.8940000003 7194047.1351 0, 464445.0939999996 7194047.1351 0, 464445.0939999996 7194041.9351 0))",,,256.87999998692425,7194047.408784211,464432.23084210465
3136,0.815629,Deciduous Forest,"POLYGON Z ((464512.69400000013 7194036.735100001 0, 464507.49399999995 7194036.735100001 0, 464507.49399999995 7194052.335099999 0, 464507.49399999995 7194057.535100002 0, 464512.69400000013 7194057.535100002 0, 464523.0939999996 7194057.535100002 0, 464523.0939999996 7194052.335099999 0, 464512.69400000013 7194041.9351 0, 464512.69400000013 7194036.735100001 0))",,,216.320000025183,7194049.518433335,464513.560666667
3137,0.746675,Fen,"POLYGON Z ((464559.49399999995 7194047.1351 0, 464559.49399999995 7194052.335099999 0, 464564.69400000013 7194052.335099999 0, 464564.69400000013 7194057.535100002 0, 464575.0939999996 7194057.535100002 0, 464575.0939999996 7194052.335099999 0, 464569.8940000003 7194052.335099999 0, 464569.8940000003 7194047.1351 0, 464559.49399999995 7194047.1351 0))",,,108.16000002227723,7194052.335100001,464567.29400000087
3138,0.715355,Fen,"POLYGON Z ((464590.69400000013 7194057.535100002 0, 464590.69400000013 7194052.335099999 0, 464580.29399999976 7194052.335099999 0, 464580.29399999976 7194057.535100002 0, 464590.69400000013 7194057.535100002 0))",,,54.080000032931565,7194054.935100001,464585.49399999995
3139,0.292146,Water,"POLYGON Z ((464595.8940000003 7194036.735100001 0, 464595.8940000003 7194041.9351 0, 464601.0939999996 7194041.9351 0, 464601.0939999996 7194052.335099999 0, 464606.29399999976 7194052.335099999 0, 464606.29399999976 7194057.535100002 0, 464611.49399999995 7194057.535100002 0, 464611.49399999995 7194052.335099999 0, 464616.69400000013 7194052.335099999 0, 464616.69400000013 7194047.1351 0, 464606.29399999976 7194047.1351 0, 464606.29399999976 7194041.9351 0, 464606.29399999976 7194036.735100001 0, 464595.8940000003 7194036.735100001 0))",,,189.27999999418853,7194046.76367143,464605.92257142894
3140,0.544475,Water,"POLYGON Z ((464616.69400000013 7194047.1351 0, 464616.69400000013 7194052.335099999 0, 464611.49399999995 7194052.335099999 0, 464611.49399999995 7194057.535100002 0, 464616.69400000013 7194057.535100002 0, 464616.69400000013 7194062.735100001 0, 464621.8940000003 7194062.735100001 0, 464621.8940000003 7194057.535100002 0, 464627.0939999996 7194057.535100002 0, 464627.0939999996 7194052.335099999 0, 464621.8940000003 7194052.335099999 0, 464621.8940000003 7194047.1351 0, 464616.69400000013 7194047.1351 0))",,,135.200000038743,7194054.9351,464619.29399999994
3141,0.637408,Bog,"POLYGON Z ((464658.29399999976 7194036.735100001 0, 464658.29399999976 7194047.1351 0, 464658.29399999976 7194052.335099999 0, 464653.0939999996 7194052.335099999 0, 464653.0939999996 7194057.535100002 0, 464668.69400000013 7194052.335099999 0, 464668.69400000013 7194047.1351 0, 464668.69400000013 7194036.735100001 0, 464658.29399999976 7194036.735100001 0))",,,202.80000000726432,7194046.441766668,464662.4539999994
3142,0.770722,Deciduous Forest,"POLYGON Z ((464689.49399999995 7194041.9351 0, 464679.0939999996 7194041.9351 0, 464679.0939999996 7194052.335099999 0, 464679.0939999996 7194057.535100002 0, 464684.29399999976 7194057.535100002 0, 464684.29399999976 7194052.335099999 0, 464689.49399999995 7194052.335099999 0, 464689.49399999995 7194041.9351 0))",,,135.20000000484288,7194048.695100001,464683.77399999957
3143,0.796223,Deciduous Forest,"POLYGON Z ((464731.0939999996 7194052.335099999 0, 464720.69400000013 7194052.335099999 0, 464720.69400000013 7194057.535100002 0, 464731.0939999996 7194057.535100002 0, 464731.0939999996 7194052.335099999 0))",,,54.08000002808869,7194054.9351,464725.8939999998
3144,0.768869,Shrubland,"POLYGON Z ((464803.8940000003 7194052.335099999 0, 464798.69400000013 7194052.335099999 0, 464793.49399999995 7194052.335099999 0, 464793.49399999995 7194057.535100002 0, 464803.8940000003 7194057.535100002 0, 464803.8940000003 7194052.335099999 0))",,,54.080000032931565,7194054.935100001,464798.69400000013
3145,0.715222,Shrubland,"POLYGON Z ((464829.8940000003 7194047.1351 0, 464824.69400000013 7194047.1351 0, 464824.69400000013 7194052.335099999 0, 464824.69400000013 7194057.535100002 0, 464835.0939999996 7194057.535100002 0, 464835.0939999996 7194047.1351 0, 464829.8940000003 7194047.1351 0))",,,108.16000001743436,7194052.335100002,464829.8939999999
3146,0.695144,Deciduous Forest,"POLYGON Z ((464445.0939999996 7194041.9351 0, 464445.0939999996 7194047.1351 0, 464439.8940000003 7194047.1351 0, 464439.8940000003 7194052.335099999 0, 464445.0939999996 7194052.335099999 0, 464445.0939999996 7194062.735100001 0, 464450.29399999976 7194062.735100001 0, 464450.29399999976 7194052.335099999 0, 464450.29399999976 7194041.9351 0, 464445.0939999996 7194041.9351 0))",,,135.20000000000002,7194051.8151,464446.65400000004
3147,0.753373,Deciduous Forest,"POLYGON Z ((464450.29399999976 7194041.9351 0, 464450.29399999976 7194052.335099999 0, 464460.69400000013 7194052.335099999 0, 464460.69400000013 7194047.1351 0, 464465.8940000003 7194047.1351 0, 464465.8940000003 7194041.9351 0, 464455.49399999995 7194041.9351 0, 464450.29399999976 7194041.9351 0))",,,135.19999998547138,7194046.615099999,464457.054
3148,0.762554,Deciduous Forest,"POLYGON Z ((464481.49399999995 7194036.735100001 0, 464481.49399999995 7194052.335099999 0, 464497.0939999996 7194052.335099999 0, 464497.0939999996 7194047.1351 0, 464497.0939999996 7194041.9351 0, 464491.8940000003 7194036.735100001 0, 464486.69400000013 7194036.735100001 0, 464481.49399999995 7194036.735100001 0))",,,229.83999996319415,7194044.891962744,464488.9371372547
3149,0.79006,Deciduous Forest,"POLYGON Z ((464497.0939999996 7194021.1351 0, 464497.0939999996 7194026.335099999 0, 464491.8940000003 7194031.535100002 0, 464486.69400000013 7194031.535100002 0, 464486.69400000013 7194036.735100001 0, 464491.8940000003 7194036.735100001 0, 464497.0939999996 7194041.9351 0, 464497.0939999996 7194047.1351 0, 464502.29399999976 7194047.1351 0, 464502.29399999976 7194052.335099999 0, 464507.49399999995 7194052.335099999 0, 464507.49399999995 7194036.735100001 0, 464512.69400000013 7194036.735100001 0, 464512.69400000013 7194026.335099999 0, 464502.29399999976 7194026.335099999 0, 464502.29399999976 7194021.1351 0, 464497.0939999996 7194021.1351 0))",,,405.60000001452863,7194035.521766666,464501.48511111137
3150,0.764594,Fen,"POLYGON Z ((464559.49399999995 7194052.335099999 0, 464559.49399999995 7194047.1351 0, 464549.0939999996 7194047.1351 0, 464549.0939999996 7194052.335099999 0, 464559.49399999995 7194052.335099999 0))",,,54.07999999418855,7194049.735099998,464554.29399999976
3151,0.690045,Fen,"POLYGON Z ((464595.8940000003 7194041.9351 0, 464595.8940000003 7194047.1351 0, 464595.8940000003 7194052.335099999 0, 464601.0939999996 7194052.335099999 0, 464601.0939999996 7194041.9351 0, 464595.8940000003 7194041.9351 0))",,,54.07999998450279,7194047.1351,464598.4939999999
3152,0.637985,Fen,"POLYGON Z ((464632.29399999976 7194047.1351 0, 464632.29399999976 7194041.9351 0, 464627.0939999996 7194041.9351 0, 464616.69400000013 7194041.9351 0, 464616.69400000013 7194047.1351 0, 464621.8940000003 7194047.1351 0, 464621.8940000003 7194052.335099999 0, 464627.0939999996 7194052.335099999 0, 464632.29399999976 7194052.335099999 0, 464632.29399999976 7194047.1351 0))",,,135.19999997578563,7194046.6151,464625.5339999999
3153,0.712225,Fen,"POLYGON Z ((464637.49399999995 7194041.9351 0, 464637.49399999995 7194047.1351 0, 464637.49399999995 7194052.335099999 0, 464647.8940000003 7194052.335099999 0, 464647.8940000003 7194047.1351 0, 464642.69400000013 7194047.1351 0, 464642.69400000013 7194041.9351 0, 464637.49399999995 7194041.9351 0))",,,81.11999999128282,7194048.001766666,464641.8273333335
3154,0.799419,Deciduous Forest,"POLYGON Z ((464762.29399999976 7194047.1351 0, 464762.29399999976 7194036.735100001 0, 464757.0939999996 7194036.735100001 0, 464746.69400000013 7194036.735100001 0, 464746.69400000013 7194047.1351 0, 464741.49399999995 7194047.1351 0, 464741.49399999995 7194052.335099999 0, 464762.29399999976 7194052.335099999 0, 464762.29399999976 7194047.1351 0))",,,270.39999995641415,7194045.055099999,464753.4539999999
3155,0.776041,Deciduous Forest,"POLYGON Z ((464777.8940000003 7194036.735100001 0, 464777.8940000003 7194047.1351 0, 464772.69400000013 7194047.1351 0, 464772.69400000013 7194052.335099999 0, 464777.8940000003 7194052.335099999 0, 464783.0939999996 7194052.335099999 0, 464783.0939999996 7194047.1351 0, 464788.29399999976 7194047.1351 0, 464788.29399999976 7194041.9351 0, 464783.0939999996 7194041.9351 0, 464783.0939999996 7194036.735100001 0, 464777.8940000003 7194036.735100001 0))",,,135.19999997094274,7194045.575100001,464780.49400000006
3156,0.72904,Shrubland,"POLYGON Z ((464809.0939999996 7194036.735100001 0, 464798.69400000013 7194036.735100001 0, 464793.49399999995 7194036.735100001 0, 464793.49399999995 7194047.1351 0, 464793.49399999995 7194052.335099999 0, 464798.69400000013 7194052.335099999 0, 464798.69400000013 7194041.9351 0, 464809.0939999996 7194041.9351 0, 464809.0939999996 7194036.735100001 0))",,,135.19999998062846,7194042.455100001,464799.21399999975
3157,0.756519,Shrubland,"POLYGON Z ((464809.0939999996 7194052.335099999 0, 464809.0939999996 7194041.9351 0, 464798.69400000013 7194041.9351 0, 464798.69400000013 7194052.335099999 0, 464803.8940000003 7194052.335099999 0, 464809.0939999996 7194052.335099999 0))",,,108.15999997869135,7194047.135100001,464803.8939999999
3158,0.707851,Shrubland,"POLYGON Z ((464829.8940000003 7194047.1351 0, 464829.8940000003 7194036.735100001 0, 464819.49399999995 7194036.735100001 0, 464819.49399999995 7194041.9351 0, 464809.0939999996 7194041.9351 0, 464809.0939999996 7194052.335099999 0, 464824.69400000013 7194052.335099999 0, 464824.69400000013 7194047.1351 0, 464829.8940000003 7194047.1351 0))",,,243.3599999738485,7194045.11287778,464819.78288888885
3159,0.72797,Shrubland,"POLYGON Z ((464855.8940000003 7194041.9351 0, 464850.69400000013 7194041.9351 0, 464850.69400000013 7194047.1351 0, 464855.8940000003 7194047.1351 0, 464855.8940000003 7194052.335099999 0, 464861.0939999996 7194052.335099999 0, 464861.0939999996 7194047.1351 0, 464861.0939999996 7194041.9351 0, 464855.8940000003 7194041.9351 0))",,,81.11999998159706,7194046.268433332,464856.7606666665
3160,0.780686,Deciduous Forest,"POLYGON Z ((464434.69400000013 7194036.735100001 0, 464424.29399999976 7194036.735100001 0, 464424.29399999976 7194041.9351 0, 464419.0939999996 7194041.9351 0, 464419.0939999996 7194047.1351 0, 464434.69400000013 7194041.9351 0, 464434.69400000013 7194036.735100001 0))",,,94.63999998982996,7194041.192242859,464427.26542857126
3161,0.713033,Deciduous Forest,"POLYGON Z ((464465.8940000003 7194036.735100001 0, 464465.8940000003 7194041.9351 0, 464465.8940000003 7194047.1351 0, 464471.0939999996 7194047.1351 0, 464471.0939999996 7194057.535100002 0, 464481.49399999995 7194057.535100002 0, 464481.49399999995 7194052.335099999 0, 464481.49399999995 7194036.735100001 0, 464465.8940000003 7194036.735100001 0))",,,270.4,7194046.095100002,464474.7340000003
3162,0.758688,Deciduous Forest,"POLYGON Z ((464512.69400000013 7194036.735100001 0, 464512.69400000013 7194041.9351 0, 464523.0939999996 7194052.335099999 0, 464523.0939999996 7194057.535100002 0, 464528.29399999976 7194057.535100002 0, 464528.29399999976 7194062.735100001 0, 464533.49399999995 7194062.735100001 0, 464538.69400000013 7194057.535100002 0, 464538.69400000013 7194052.335099999 0, 464528.29399999976 7194052.335099999 0, 464528.29399999976 7194041.9351 0, 464523.0939999996 7194041.9351 0, 464523.0939999996 7194036.735100001 0, 464512.69400000013 7194036.735100001 0))",,,283.92000001791865,7194049.363671429,464525.4876507947
3163,0.744103,Deciduous Forest,"POLYGON Z ((464554.29399999976 7194031.535100002 0, 464538.69400000013 7194041.9351 0, 464528.29399999976 7194041.9351 0, 464528.29399999976 7194052.335099999 0, 464538.69400000013 7194052.335099999 0, 464543.8940000003 7194052.335099999 0, 464543.8940000003 7194047.1351 0, 464549.0939999996 7194047.1351 0, 464549.0939999996 7194041.9351 0, 464554.29399999976 7194041.9351 0, 464554.29399999976 7194031.535100002 0))",,,270.39999996125704,7194044.275099998,464541.0339999997
3164,0.687394,Deciduous Forest,"POLYGON Z ((464575.0939999996 7194021.1351 0, 464575.0939999996 7194015.9351 0, 464569.8940000003 7194015.9351 0, 464559.49399999995 7194015.9351 0, 464559.49399999995 7194026.335099999 0, 464554.29399999976 7194026.335099999 0, 464554.29399999976 7194031.535100002 0, 464554.29399999976 7194041.9351 0, 464549.0939999996 7194041.9351 0, 464549.0939999996 7194047.1351 0, 464559.49399999995 7194047.1351 0, 464559.49399999995 7194041.9351 0, 464575.0939999996 7194036.735100001 0, 464575.0939999996 7194026.335099999 0, 464575.0939999996 7194021.1351 0))",,,500.2400000019372,7194030.551316217,464563.991297297
3165,0.734818,Fen,"POLYGON Z ((464569.8940000003 7194047.1351 0, 464569.8940000003 7194041.9351 0, 464575.0939999996 7194041.9351 0, 464575.0939999996 7194036.735100001 0, 464559.49399999995 7194041.9351 0, 464559.49399999995 7194047.1351 0, 464569.8940000003 7194047.1351 0))",,,94.63999998740852,7194042.677957145,464566.9225714284
3166,0.758161,Fen,"POLYGON Z ((464575.0939999996 7194036.735100001 0, 464575.0939999996 7194041.9351 0, 464569.8940000003 7194041.9351 0, 464569.8940000003 7194047.1351 0, 464580.29399999976 7194047.1351 0, 464580.29399999976 7194041.9351 0, 464585.49399999995 7194041.9351 0, 464585.49399999995 7194036.735100001 0, 464575.0939999996 7194036.735100001 0))",,,108.1599999835342,7194041.935099999,464577.69400000013
3167,0.745567,Fen,"POLYGON Z ((464590.69400000013 7194036.735100001 0, 464585.49399999995 7194036.735100001 0, 464585.49399999995 7194041.9351 0, 464580.29399999976 7194041.9351 0, 464580.29399999976 7194047.1351 0, 464595.8940000003 7194047.1351 0, 464595.8940000003 7194041.9351 0, 464590.69400000013 7194041.9351 0, 464590.69400000013 7194036.735100001 0))",,,108.1599999883771,7194043.235100002,464588.09400000016
3168,0.640288,Fen,"POLYGON Z ((464616.69400000013 7194047.1351 0, 464616.69400000013 7194041.9351 0, 464606.29399999976 7194041.9351 0, 464606.29399999976 7194047.1351 0, 464616.69400000013 7194047.1351 0))",,,54.07999999418855,7194044.5351,464611.49399999995
3169,0.581638,Bog,"POLYGON Z ((464637.49399999995 7194041.9351 0, 464637.49399999995 7194036.735100001 0, 464627.0939999996 7194036.735100001 0, 464627.0939999996 7194041.9351 0, 464632.29399999976 7194041.9351 0, 464632.29399999976 7194047.1351 0, 464637.49399999995 7194047.1351 0, 464637.49399999995 7194041.9351 0))",,,81.11999999128282,7194041.068433334,464633.16066666634
3170,0.659421,Fen,"POLYGON Z ((464647.8940000003 7194047.1351 0, 464647.8940000003 7194036.735100001 0, 464642.69400000013 7194036.735100001 0, 464637.49399999995 7194036.735100001 0, 464637.49399999995 7194041.9351 0, 464642.69400000013 7194041.9351 0, 464642.69400000013 7194047.1351 0, 464647.8940000003 7194047.1351 0))",,,81.11999999128282,7194041.068433334,464643.5606666668
3171,0.687164,Fen,"POLYGON Z ((464653.0939999996 7194031.535100002 0, 464647.8940000003 7194031.535100002 0, 464647.8940000003 7194036.735100001 0, 464647.8940000003 7194047.1351 0, 464658.29399999976 7194047.1351 0, 464658.29399999976 7194036.735100001 0, 464653.0939999996 7194036.735100001 0, 464653.0939999996 7194031.535100002 0))",,,135.19999997094274,7194040.375100001,464652.57400000014
3172,0.78002,Deciduous Forest,"POLYGON Z ((464741.49399999995 7194047.1351 0, 464746.69400000013 7194047.1351 0, 464746.69400000013 7194036.735100001 0, 464741.49399999995 7194036.735100001 0, 464725.8940000003 7194036.735100001 0, 464720.69400000013 7194052.335099999 0, 464731.0939999996 7194052.335099999 0, 464736.29399999976 7194052.335099999 0, 464736.29399999976 7194047.1351 0, 464741.49399999995 7194047.1351 0))",,,310.95999995205557,7194043.969882609,464733.80704347853
3173,0.787002,Deciduous Forest,"POLYGON Z ((464777.8940000003 7194036.735100001 0, 464777.8940000003 7194031.535100002 0, 464772.69400000013 7194026.335099999 0, 464767.49399999995 7194026.335099999 0, 464767.49399999995 7194031.535100002 0, 464757.0939999996 7194031.535100002 0, 464757.0939999996 7194036.735100001 0, 464762.29399999976 7194036.735100001 0, 464762.29399999976 7194047.1351 0, 464772.69400000013 7194047.1351 0, 464777.8940000003 7194047.1351 0, 464777.8940000003 7194036.735100001 0))",,,310.95999999564145,7194037.564085507,464769.37805797125
3174,0.753691,Shrubland,"POLYGON Z ((464793.49399999995 7194036.735100001 0, 464793.49399999995 7194026.335099999 0, 464788.29399999976 7194026.335099999 0, 464788.29399999976 7194031.535100002 0, 464783.0939999996 7194031.535100002 0, 464783.0939999996 7194036.735100001 0, 464783.0939999996 7194041.9351 0, 464788.29399999976 7194041.9351 0, 464788.29399999976 7194047.1351 0, 464793.49399999995 7194047.1351 0, 464793.49399999995 7194036.735100001 0))",,,162.24000000193718,7194036.7351,464789.16066666663
3175,0.687626,Shrubland,"POLYGON Z ((464835.0939999996 7194047.1351 0, 464835.0939999996 7194041.9351 0, 464840.29399999976 7194041.9351 0, 464840.29399999976 7194036.735100001 0, 464835.0939999996 7194036.735100001 0, 464829.8940000003 7194036.735100001 0, 464829.8940000003 7194047.1351 0, 464835.0939999996 7194047.1351 0))",,,81.11999998159706,7194041.068433334,464834.2273333334
